Trinidad Bay and Trinidad Beach Surface Temperature Data														
"Trinidad Bay, CA   41Deg 3.3'N   124Deg  8.8' W"														
"Trinidad Beach, CA   41Deg  3.6'N   124Deg  8.9' W"														
Data are collected by staff at Humboldt State University Marine Laboratory. 														
"Current funding provided by California Parks and Recreation, Division of Boating and Waterways, Award # C1670003"														
******************* NOTE ********************														
This data has been checked for key entry errors only.														
It has not been analyzed for overall quality.														
Data uncertainties are flagged with the following codes:														
"0 = good data,"														
"1 = illegible entry,"														
"2 = data differs from other sources, ie. temperature vs. salinity records,"														
"3 = data uncertain,"														
"4 = leaky bottle,"														
5 = SIO Pier Chlorophyll Program Data.														
6 = sample collected from Trinidad Bay.														
Time flags indicate date or time uncertainties.														
Data flags indicate uncertainties with data.														
Time of sample collection available for 1990-current data only.														
Time records in Pacific Standard time zone (PST).														
Time records between 1990-2004 may vary by up to 1 hour with actual sample														
time since time zone was not recorded during these years.														
"**Temperature data for Mar 1, 2015 - July 27, 2016 may be off by +0.1-0.7�C due to"														
 thermometer issues.  These uncertain data are flagged with 3's in data flag column.***														
==================================================================================														
***PLEASE CITE & REFERENCE THIS PROGRAM AS FOLLOWS***														
Shore Stations Program with current funding provided by the														
"California Parks and Recreation, Division of Boating and Waterways, Award # C1670003"														
2017	6	22	958	0	11.4	0	11.4	0						
2017	6	23	NaN	0	NaN	0	NaN	0						
2017	6	24	NaN	0	NaN	0	NaN	0						
2017	6	25	NaN	0	NaN	0	NaN	0						
2017	6	26	914	0	14.1	0	14.7	0						
2017	6	27	1449	0	13.1	0	13.1	0						
2017	6	28	1404	0	13.0	0	13.7	0						
2017	6	29	1231	0	13.2	0	13.6	0						
2017	6	30	1431	0	13.1	0	13.7	0						
2017	7	1	NaN	0	NaN	0	NaN	0						
2017	7	2	NaN	0	NaN	0	NaN	0						
2017	7	3	NaN	0	NaN	0	NaN	0						
2017	7	4	NaN	0	NaN	0	NaN	0						
2017	7	5	NaN	0	NaN	0	NaN	0						
2017	7	6	NaN	0	NaN	0	NaN	0						
2017	7	7	NaN	0	NaN	0	NaN	0						
2017	7	8	NaN	0	NaN	0	NaN	0						
2017	7	9	NaN	0	NaN	0	NaN	0						
2017	7	10	1500	0	12.5	0	13.5	0						
2017	7	11	711	0	11.4	0	11.2	0						
2017	7	12	NaN	0	NaN	0	NaN	0						
2017	7	13	NaN	0	NaN	0	NaN	0						
2017	7	14	NaN	0	NaN	0	NaN	0						
2017	7	15	NaN	0	NaN	0	NaN	0						
2017	7	16	NaN	0	NaN	0	NaN	0						
2017	7	17	934	0	10.6	0	10.9	0						
2017	7	18	711	0	10.8	0	10.8	0						
2017	7	19	1527	0	10.1	0	15.3	0						
2017	7	20	1447	0	10.4	0	15.0	0						
2017	7	21	1505	0	9.3	0	14.7	0						
2017	7	22	NaN	0	NaN	0	NaN	0						
2017	7	23	NaN	0	NaN	0	NaN	0						
2017	7	24	1333	0	12.9	0	11.7	0						
2017	7	25	1102	0	12.7	0	12.6	0						
2017	7	26	838	0	13.2	0	12.7	0						
2017	7	27	1107	0	13.1	0	13.4	0						
2017	7	28	NaN	0	NaN	0	NaN	0						
2017	7	29	NaN	0	NaN	0	NaN	0						
2017	7	30	NaN	0	NaN	0	NaN	0						
2017	7	31	1036	0	13.4	0	13.2	0						
2017	8	1	1235	0	16.0	0	14.8	0						
2017	8	2	NaN	0	NaN	0	NaN	0						
2017	8	3	NaN	0	NaN	0	NaN	0						
2017	8	4	NaN	0	NaN	0	NaN	0						
2017	8	5	NaN	0	NaN	0	NaN	0						
2017	8	6	NaN	0	NaN	0	NaN	0						
2017	8	7	NaN	0	NaN	0	NaN	0						
2017	8	8	NaN	0	NaN	0	NaN	0						
2017	8	9	NaN	0	NaN	0	NaN	0						
2017	8	10	NaN	0	NaN	0	NaN	0						
2017	8	11	NaN	0	NaN	0	NaN	0						
2017	8	12	NaN	0	NaN	0	NaN	0						
2017	8	13	NaN	0	NaN	0	NaN	0						
2017	8	14	NaN	0	NaN	0	NaN	0						
2017	8	15	NaN	0	NaN	0	NaN	0						
2017	8	16	1142	0	13.2	0	13.1	0						
2017	8	17	757	0	13.1	0	12.4	0						
2017	8	18	952	0	13.5	0	12.7	0						
2017	8	19	NaN	0	NaN	0	NaN	0						
2017	8	20	NaN	0	NaN	0	NaN	0						
2017	8	21	NaN	0	NaN	0	NaN	0						
2017	8	22	1735	0	13.3	0	14.3	0						
2017	8	23	NaN	0	NaN	0	NaN	0						
2017	8	24	1332	0	13.2	0	13.4	0						
2017	8	25	NaN	0	NaN	0	NaN	0						
2017	8	26	NaN	0	NaN	0	NaN	0						
2017	8	27	NaN	0	NaN	0	NaN	0						
2017	8	28	NaN	0	NaN	0	NaN	0						
2017	8	29	1743	0	12.9	0	14.5	0						
2017	8	30	1242	0	13.1	0	14.1	0						
2017	8	31	702	0	12.5	0	12.3	0						
2017	9	1	1347	0	14.0	0	13.1	0						
2017	9	2	NaN	0	NaN	0	NaN	0						
2017	9	3	NaN	0	NaN	0	NaN	0						
2017	9	4	NaN	0	NaN	0	NaN	0						
2017	9	5	1730	0	14.3	0	14.7	0						
2017	9	6	1135	0	13.8	0	13.3	0						
2017	9	7	1325	0	13.8	0	13.5	0						
2017	9	8	1339	0	14.2	0	14.0	0						
2017	9	9	NaN	0	NaN	0	NaN	0						
2017	9	10	NaN	0	NaN	0	NaN	0						
2017	9	11	NaN	0	NaN	0	NaN	0						
2017	9	12	1220	0	13.7	0	12.6	0						
2017	9	13	1247	0	14.2	0	14.1	0						
2017	9	14	1324	0	14.0	0	13.4	0						
2017	9	15	1357	0	13.8	0	14.4	0						
2017	9	16	NaN	0	NaN	0	NaN	0						
2017	9	17	NaN	0	NaN	0	NaN	0						
2017	9	18	NaN	0	NaN	0	NaN	0						
2017	9	19	841	0	13.7	0	12.9	0						
2017	9	20	1227	0	14.9	0	15.5	0						
2017	9	21	1258	0	13.8	0	13.9	0						
2017	9	22	1242	0	13.4	0	14.1	0						
2017	9	23	804	0	13.6	0	12.2	0						
2017	9	24	808	0	12.7	0	12.2	0						
2017	9	25	NaN	0	NaN	0	NaN	0						
2017	9	26	903	0	12.7	0	12.4	0						
2017	9	27	1255	0	14.2	0	13.9	0						
2017	9	28	1320	0	14.3	0	13.8	0						
2017	9	29	1245	0	13.5	0	14.0	0						
2017	9	30	835	0	12.7	0	12.8	0						
2017	10	1	817	0	11.5	0	11.6	0						
2017	10	2	1150	0	10.7	0	11.4	0						
2017	10	3	910	0	10.3	0	10.3	0						
2017	10	4	1256	0	NaN	0	11.7	0						
2017	10	5	1330	0	12.1	0	11.9	0						
2017	10	6	1238	0	11.6	0	12.5	0						
2017	10	7	NaN	0	NaN	0	NaN	0						
2017	10	8	821	0	10.3	0	11.1	0						
2017	10	9	1230	0	NaN	0	10.7	0						
2017	10	10	820	0	10.1	0	10.2	0						
2017	10	11	1257	0	10.2	0	11.4	0						
2017	10	12	1345	0	10.2	0	10.7	0						
2017	10	13	1210	0	10.3	0	12.1	0						
2017	10	14	NaN	0	NaN	0	NaN	0						
2017	10	15	NaN	0	NaN	0	NaN	0						
2017	10	16	1520	0	11.0	0	11.2	0						
2017	10	17	1109	0	11.5	0	11.5	0						
2017	10	18	1252	0	10.6	0	11.2	0						
2017	10	19	1315	0	11.9	0	10.7	0						
2017	10	20	1243	0	11.1	0	12.7	0						
2017	10	21	NaN	0	NaN	0	NaN	0						
2017	10	22	658	0	11.2	0	11.2	0						
2017	10	23	NaN	0	NaN	0	NaN	0						
2017	10	24	1200	0	11.6	0	11.9	0						
2017	10	25	1251	0	11.7	0	12.5	0						
2017	10	26	1310	0	11.4	0	11.7	0						
2017	10	27	1253	0	11.7	0	12.1	0						
2017	10	28	NaN	0	NaN	0	NaN	0						
2017	10	29	808	0	11.2	0	11.0	0						
2017	10	30	NaN	0	NaN	0	NaN	0						
2017	10	31	1052	0	11.4	0	11.1	0						
2017	11	1	1253	0	11.4	0	11.1	0						
2017	11	2	1345	0	11.4	0	11.4	0						
2017	11	3	1251	0	11.3	0	11.3	0						
2017	11	4	806	0	10.7	0	11.6	2						
2017	11	5	NaN	0	NaN	0	NaN	0						
2017	11	6	NaN	0	NaN	0	NaN	0						
2017	11	7	1145	0	11.2	0	11.4	0						
2017	11	8	1341	0	10.9	0	11.4	0						
2017	11	9	1518	0	11.6	0	12.0	0						
2017	11	10	917	0	11.5	0	11.5	0						
2017	11	11	1720	0	11.9	0	12.1	0						
2017	11	12	NaN	0	NaN	0	NaN	0						
2017	11	13	NaN	0	NaN	0	NaN	0						
2017	11	14	1150	0	12.1	0	12.4	0						
2017	11	15	1331	0	12.0	0	12.6	0						
2017	11	16	1415	0	12.2	0	12.4	0						
2017	11	17	1537	0	12.1	0	12.4	0						
2017	11	18	845	0	11.5	0	11.8	0						
2017	11	19	855	0	11.2	0	11.5	0						
2017	11	20	NaN	0	NaN	0	NaN	0						
2017	11	21	NaN	0	NaN	0	NaN	0						
2017	11	22	918	0	12.6	0	13.1	0						
2017	11	23	923	0	13.2	0	13.7	0						
2017	11	24	920	0	13.0	0	13.2	0						
2017	11	25	1312	0	NaN	0	13.7	0						
2017	11	26	NaN	0	NaN	0	NaN	0						
2017	11	27	NaN	0	NaN	0	NaN	0						
2017	11	28	1255	0	12.4	0	12.6	0						
2017	11	29	1450	0	12.6	0	12.9	0						
2017	11	30	1302	0	15.5	0	12.9	0						
2017	12	1	1347	0	12.6	0	13.2	0						
2017	12	2	NaN	0	NaN	0	NaN	0						
2017	12	3	NaN	0	NaN	0	NaN	0						
2017	12	4	NaN	0	NaN	0	NaN	0						
2017	12	5	1205	0	11.4	0	11.9	0						
2017	12	6	1441	0	11.5	0	12.3	0						
2017	12	7	1404	0	11.8	0	12.0	0						
2017	12	8	NaN	0	NaN	0	NaN	0						
2017	12	9	NaN	0	NaN	0	NaN	0						
2017	12	10	NaN	0	NaN	0	NaN	0						
2017	12	11	NaN	0	NaN	0	NaN	0						
2017	12	12	941	0	11.0	0	11.7	0						
2017	12	13	920	0	10.9	0	11.6	0						
2017	12	14	945	0	11.0	0	11.4	0						
2017	12	15	1209	0	11.1	0	11.8	0						
2017	12	16	930	0	10.9	0	11.0	0						
2017	12	17	927	0	10.1	0	10.9	2						
2017	12	18	1115	0	10.2	0	10.7	0						
2017	12	19	NaN	0	NaN	0	NaN	0						
2017	12	20	1323	0	10.2	0	NaN	0						
2017	12	21	NaN	0	NaN	0	NaN	0						
2017	12	22	1004	0	9.6	0	NaN	0						
2017	12	23	NaN	0	NaN	0	NaN	0						
2017	12	24	923	0	9.7	0	10.5	0						
2017	12	25	NaN	0	NaN	0	NaN	0						
2017	12	26	1158	0	10.4	0	11.3	0						
2017	12	27	NaN	0	NaN	0	NaN	0						
2017	12	28	1246	0	10.9	0	11.6	0						
2017	12	29	NaN	0	NaN	0	NaN	0						
2017	12	30	NaN	0	NaN	0	NaN	0						
2017	12	31	NaN	0	NaN	0	NaN	0						
2018	1	1	915	0	10.7	0	10.9	0						
2018	1	2	909	0	10.7	0	10.9	0						
2018	1	3	1000	0	10.8	0	11.6	0						
2018	1	4	1008	0	11.2	0	11.8	0						
2018	1	5	953	0	11.4	0	11.9	0						
2018	1	6	900	0	11.1	0	11.1	0						
2018	1	7	NaN	0	NaN	0	NaN	0						
2018	1	8	1030	0	10.6	0	11.1	0						
2018	1	9	1045	0	10.9	0	11.2	0						
2018	1	10	906	0	10.8	0	11.2	0						
2018	1	11	910	0	11.1	0	11.5	0						
2018	1	12	925	0	11.1	0	11.6	0						
2018	1	13	1322	0	11.3	0	11.1	0						
2018	1	14	940	0	11.1	0	11.3	0						
2018	1	15	1215	0	11.3	0	11.5	0						
2018	1	16	913	0	11.4	0	11.5	0						
2018	1	17	820	0	11.6	0	11.7	0						
2018	1	18	NaN	0	NaN	0	NaN	0						
2018	1	19	1550	0	12.0	0	NaN	0						
2018	1	20	910	0	11.4	0	11.4	0						
2018	1	21	NaN	0	NaN	0	NaN	0						
2018	1	22	825	0	11.0	0	11.3	0						
2018	1	23	933	0	11.1	0	11.5	0						
2018	1	24	1410	0	11.2	0	11.9	0						
2018	1	25	929	0	NaN	0	11.1	0						
2018	1	26	NaN	0	NaN	0	NaN	0						
2018	1	27	NaN	0	NaN	0	NaN	0						
2018	1	28	NaN	0	NaN	0	NaN	0						
2018	1	29	850	0	10.9	0	11.2	0						
2018	1	30	927	0	11.3	0	11.4	0						
2018	1	31	1447	0	11.3	0	11.7	0						
2018	2	1	936	0	11.0	0	11.4	0						
2018	2	2	941	0	10.4	0	11.3	0						
2018	2	3	945	0	11.0	0	11.5	0						
2018	2	4	NaN	0	NaN	0	NaN	0						
2018	2	5	1400	0	11.8	0	12.2	0						
2018	2	6	1106	0	NaN	0	11.7	0						
2018	2	7	1351	0	11.9	0	12.4	0						 
2018	2	8	926	0	11.4	0	11.1	0						
2018	2	9	NaN	0	NaN	0	NaN	0						
2018	2	10	926	0	10.7	0	11.1	0						
2018	2	11	NaN	0	NaN	0	NaN	0						
2018	2	12	NaN	0	NaN	0	NaN	0						
2018	2	13	944	0	9.9	0	10.0	0						
2018	2	14	1357	0	10.2	0	10.6	0						
2018	2	15	949	0	NaN	0	10.0	0						
2018	2	16	900	0	9.4	0	9.5	0						
2018	2	17	850	0	9.4	0	10.0	0						
2018	2	18	855	0	9.2	0	9.5	0						
2018	2	19	920	0	8.8	0	9.5	0						
2018	2	20	1750	0	8.5	0	9.1	0						
2018	2	21	1427	0	9.0	0	9.6	0						
2018	2	22	NaN	0	NaN	0	NaN	0						
2018	2	23	1120	0	8.5	0	9.2	0						
2018	2	24	NaN	0	NaN	0	NaN	0						
2018	2	25	NaN	0	NaN	0	NaN	0						
2018	2	26	943	0	8.6	0	8.8	0						
2018	2	27	925	0	8.3	0	8.6	0						
2018	2	28	1415	0	8.5	0	9.2	0						
2018	3	1	940	0	8.4	0	8.7	0						
2018	3	2	935	0	7.8	0	8.3	0						
2018	3	3	901	0	8.0	0	8.5	0						
2018	3	4	NaN	0	NaN	0	NaN	0						
2018	3	5	1718	0	NaN	0	9.5	0						
2018	3	6	NaN	0	NaN	0	NaN	0						
2018	3	7	1347	0	9.7	0	10.3	0						
2018	3	8	903	0	9.3	0	10.1	0						
2018	3	9	NaN	0	NaN	0	NaN	0						
2018	3	10	NaN	0	NaN	0	NaN	0						
2018	3	11	NaN	0	NaN	0	NaN	0						
2018	3	12	1208	0	11.5	0	11.7	0						
2018	3	13	NaN	0	NaN	0	NaN	0						
2018	3	14	810	0	11.0	0	11.0	0						
2018	3	15	956	0	10.4	0	11.0	0						
2018	3	16	1025	0	9.9	0	10.2	0						
2018	3	17	NaN	0	NaN	0	NaN	0						
2018	3	18	NaN	0	NaN	0	NaN	0						
2018	3	19	847	0	9.7	0	10.4	0						
2018	3	20	821	0	10.2	0	10.7	0						
2018	3	21	811	0	10.6	0	11.1	0						
2018	3	22	NaN	0	NaN	0	NaN	0						
2018	3	23	NaN	0	NaN	0	NaN	0						
2018	3	24	NaN	0	NaN	0	NaN	0						
2018	3	25	NaN	0	NaN	0	NaN	0						
2018	3	26	1251	0	10.4	0	NaN	0						
2018	3	27	1009	0	NaN	0	11.2	0						
2018	3	28	831	0	10.4	0	10.7	0						
2018	3	29	951	0	10.7	0	10.8	0						
2018	3	30	802	0	10.7	0	10.5	0						
2018	3	31	809	0	11.0	0	10.9	0						
2018	4	1	NaN	0	NaN	0	NaN	0						
2018	4	2	1634	0	9.4	0	10.8	0						
2018	4	3	1630	0	9.9	0	11.0	0						
2018	4	4	857	0	9.9	0	10.2	0						
2018	4	5	NaN	0	NaN	0	NaN	0						
2018	4	6	1335	0	11.9	0	11.5	0						
2018	4	7	759	0	11.3	0	11.5	0						
2018	4	8	820	0	11.6	0	NaN	0						
2018	4	9	1313	0	11.9	0	12.8	0						
2018	4	10	NaN	0	NaN	0	NaN	0						
2018	4	11	917	0	12.0	0	11.7	0						
2018	4	12	NaN	0	NaN	0	NaN	0						
2018	4	13	827	0	11.3	0	11.4	0						
2018	4	14	NaN	0	NaN	0	NaN	0						
2018	4	15	NaN	0	NaN	0	NaN	0						
2018	4	16	1610	0	11.9	0	12.5	0						
2018	4	17	1012	0	11.8	0	12.3	0						
2018	4	18	911	0	11.5	0	11.7	0						
2018	4	19	1103	0	NaN	0	11.6	0						
2018	4	20	947	0	11.2	0	11.3	0						
2018	4	21	NaN	0	NaN	0	NaN	0						
2018	4	22	757	0	10.2	0	10.9	0						
2018	4	23	917	0	10.0	0	10.7	0						
2018	4	24	1048	0	11.6	0	11.9	0						
2018	4	25	1306	0	11.9	0	12.3	0						
2018	4	26	956	0	NaN	0	11.4	0						
2018	4	27	NaN	0	NaN	0	NaN	0						
2018	4	28	NaN	0	NaN	0	NaN	0						
2018	4	29	NaN	0	NaN	0	NaN	0						
2018	4	30	1322	0	10.7	0	11.7	0						
2018	5	1	NaN	0	NaN	0	NaN	0						
2018	5	2	NaN	0	NaN	0	NaN	0						
2018	5	3	949	0	10.7	0	10.9	0						
2018	5	4	NaN	0	NaN	0	NaN	0						
2018	5	5	NaN	0	NaN	0	NaN	0						
2018	5	6	NaN	0	NaN	0	NaN	0						
2018	5	7	1253	0	12.0	0	14.8	0						
2018	5	8	956	0	11.3	0	12.1	0						
2018	5	9	1327	0	14.0	0	15.1	0						
2018	5	10	NaN	0	NaN	0	NaN	0						
2018	5	11	NaN	0	NaN	0	NaN	0						
2018	5	12	NaN	0	NaN	0	NaN	0						
2018	5	13	NaN	0	NaN	0	NaN	0						
2018	5	14	NaN	0	NaN	0	NaN	0						
2018	5	15	1607	0	12.7	0	12.1	0						
2018	5	16	NaN	0	NaN	0	NaN	0						
2018	5	17	NaN	0	NaN	0	NaN	0						
2018	5	18	NaN	0	NaN	0	NaN	0						
2018	5	19	NaN	0	NaN	0	NaN	0						
2018	5	20	NaN	0	NaN	0	NaN	0						
2018	5	21	829	0	9.8	0	11.5	0						
2018	5	22	806	0	9.8	0	10.7	0						
2018	5	23	1248	0	11.1	0	12.9	0						
2018	5	24	1335	0	11.9	0	12.7	0						
2018	5	25	NaN	0	NaN	0	NaN	0						
2018	5	26	NaN	0	NaN	0	NaN	0						
2018	5	27	NaN	0	NaN	0	NaN	0						
2018	5	28	807	0	10.4	0	10.6	0						
2018	5	29	808	0	9.7	0	10.7	0						
2018	5	30	NaN	0	NaN	0	NaN	0						
2018	5	31	NaN	0	NaN	0	NaN	0						
2018	6	1	1044	0	9.7	0	12.2	0						
2018	6	2	NaN	0	NaN	0	NaN	0						
2018	6	3	NaN	0	NaN	0	NaN	0						
2018	6	4	NaN	0	NaN	0	NaN	0						
2018	6	5	809	0	9.3	0	10.3	0						
2018	6	6	1340	0	10.5	0	11.1	0						
2018	6	7	NaN	0	NaN	0	NaN	0						
2018	6	8	1330	1	11.4	0	12.3	0						
2018	6	9	NaN	0	NaN	0	NaN	0						
2018	6	10	NaN	0	NaN	0	NaN	0						
2018	6	11	822	0	13.3	0	12.8	0						
2018	6	12	824	0	12.0	0	12.1	0						
2018	6	13	NaN	0	NaN	0	NaN	0						
2018	6	14	NaN	0	NaN	0	NaN	0						
2018	6	15	NaN	0	NaN	0	NaN	0						
2018	6	16	NaN	0	NaN	0	NaN	0						
2018	6	17	755	0	9.4	0	10.2	0						
2018	6	18	803	0	11.2	0	10.4	0						
2018	6	19	811	0	11.6	0	NaN	0						
2018	6	20	825	0	11.3	0	11.0	0						
2018	6	21	NaN	0	NaN	0	NaN	0						
2018	6	22	NaN	0	NaN	0	NaN	0						
2018	6	23	NaN	0	NaN	0	NaN	0						
2018	6	24	NaN	0	NaN	0	NaN	0						
2018	6	25	825	0	9.1	0	11.3	0						
2018	6	26	846	0	10.3	0	10.4	0						
2018	6	27	1421	0	9.8	0	11.1	0						
2018	6	28	815	0	10.8	0	11.8	0						
2018	6	29	817	0	11.0	0	13.7	0						
2018	6	30	NaN	0	NaN	0	NaN	0						
2018	7	1	NaN	0	NaN	0	NaN	0						
2018	7	2	NaN	0	NaN	0	NaN	0						
2018	7	3	819	0	9.4	0	10.5	0						
2018	7	4	1112	0	10.2	0	10.3	0						
2018	7	5	NaN	0	NaN	0	NaN	0						
2018	7	6	935	0	12.8	0	11.5	0						
2018	7	7	NaN	0	NaN	0	NaN	0						
2018	7	8	NaN	0	NaN	0	NaN	0						
2018	7	9	1129	0	11.7	0	14.8	0						
2018	7	10	827	0	11.9	0	12.2	0						
2018	7	11	NaN	0	NaN	0	NaN	0						
2018	7	12	NaN	0	NaN	0	NaN	0						
2018	7	13	NaN	0	NaN	0	NaN	0						
2018	7	14	NaN	0	NaN	0	NaN	0						
2018	7	15	NaN	0	NaN	0	NaN	0						
2018	7	16	840	0	15.5	0	15.0	0						
2018	7	17	1248	0	14.6	0	14.9	0						
2018	7	18	1328	0	14.9	0	13.9	0						
2018	7	19	NaN	0	NaN	0	NaN	0						
2018	7	20	NaN	0	NaN	0	NaN	0						
2018	7	21	NaN	0	NaN	0	NaN	0						
2018	7	22	NaN	0	NaN	0	NaN	0						
2018	7	23	812	0	NaN	0	13.6	0						
2018	7	24	1245	0	14.0	0	13.8	0						
2018	7	25	NaN	0	NaN	0	NaN	0						
2018	7	26	917	0	14.0	0	13.4	0						
2018	7	27	1120	0	NaN	0	14.3	0						
2018	7	28	NaN	0	NaN	0	NaN	0						
2018	7	29	NaN	0	NaN	0	NaN	0						
2018	7	30	820	0	14.0	0	14.4	0						
2018	7	31	822	0	11.3	0	12.1	0						
2018	8	1	935	0	10.4	0	13.5	0						
2018	8	2	1138	0	10.7	0	11.8	0						
2018	8	3	856	0	10.6	0	12.8	0						
2018	8	4	NaN	0	NaN	0	NaN	0						
2018	8	5	NaN	0	NaN	0	NaN	0						
2018	8	6	750	0	11.7	0	11.2	0						
2018	8	7	1135	0	11.0	0	11.0	0						
2018	8	8	1027	0	11.9	0	11.6	0						
2018	8	9	1102	0	12.8	0	12.9	0						
2018	8	10	945	0	12.9	0	12.0	0						
2018	8	11	NaN	0	NaN	0	NaN	0						
2018	8	12	NaN	0	NaN	0	NaN	0						
2018	8	13	823	0	12.5	0	12.0	0						
2018	8	14	938	0	13.5	0	13.3	0						
2018	8	15	1035	0	13.5	0	13.1	0						
2018	8	16	1038	0	12.8	0	12.9	0						
2018	8	17	900	0	12.1	0	12.3	0						
2018	8	18	NaN	0	NaN	0	NaN	0						
2018	8	19	833	0	12.6	0	12.8	0						
2018	8	20	902	0	12.2	0	11.1	0						
2018	8	21	1139	0	12.4	0	12.2	0						
2018	8	22	NaN	0	NaN	0	NaN	0						
2018	8	23	1255	0	12.8	0	13.0	0						
2018	8	24	930	0	12.3	0	12.3	0						
2018	8	25	806	0	12.3	0	12.5	0						
2018	8	26	946	0	12.9	0	12.6	0						
2018	8	27	907	0	13.6	0	12.9	0						
2018	8	28	1348	0	13.3	0	12.8	0						
2018	8	29	NaN	0	NaN	0	NaN	0						
2018	8	30	1653	2	14.0	0	14.1	0						
2018	8	31	1036	0	13.7	0	14.5	0						
2018	9	1	759	0	12.9	0	12.9	0						
2018	9	2	837	0	12.3	0	11.8	0						
2018	9	3	830	0	12.8	0	11.7	0						
2018	9	4	1052	0	13.1	0	12.5	0						
2018	9	5	1435	0	13.1	0	12.4	0						
2018	9	6	1343	0	13.4	0	13.5	0						
2018	9	7	932	0	13.0	0	12.9	0						
2018	9	8	830	0	12.9	0	12.6	0						
2018	9	9	810	0	12.7	0	12.1	0						
2018	9	10	905	0	12.0	0	11.6	0						
2018	9	11	1346	0	12.0	0	12.2	0						
2018	9	12	1403	0	12.1	0	13.0	0						
2018	9	13	1500	0	12.5	0	12.7	0						
2018	9	14	907	0	12.0	0	12.8	0						
2018	9	15	NaN	0	NaN	0	NaN	0						
2018	9	16	NaN	0	NaN	0	NaN	0						
2018	9	17	905	0	12.0	0	11.0	0						
2018	9	18	1409	0	12.8	0	12.8	0						
2018	9	19	1400	0	12.1	0	13.1	0						
2018	9	20	NaN	0	NaN	0	NaN	0						
2018	9	21	1015	0	12.6	0	11.9	0						
2018	9	22	820	0	11.2	0	11.0	0						
2018	9	23	823	0	11.3	0	11.4	0						
2018	9	24	907	0	11.7	0	10.6	0						
2018	9	25	1322	0	12.9	0	11.6	0						
2018	9	26	1505	0	12.0	0	11.7	0						
2018	9	27	1516	0	12.1	0	12.0	0						
2018	9	28	1001	0	12.7	0	12.0	0						
2018	9	29	NaN	0	NaN	0	NaN	0						
2018	9	30	NaN	0	NaN	0	NaN	0						
2018	10	1	923	0	12.9	0	12.7	0						
2018	10	2	1110	0	13.0	0	13.0	0						
2018	10	3	1435	0	14.1	0	13.1	0						
2018	10	4	1452	0	12.6	0	13.0	0						
2018	10	5	804	0	11.9	0	12.0	0						
2018	10	6	759	0	NaN	0	13.0	0						
2018	10	7	NaN	0	NaN	0	NaN	0						
2018	10	8	1045	0	NaN	0	12.2	0						
2018	10	9	1044	0	11.2	0	11.7	0						
2018	10	10	1424	0	10.7	0	12.0	0						
2018	10	11	1323	0	10.7	0	11.4	0						
2018	10	12	NaN	0	NaN	0	NaN	0						
2018	10	13	840	0	11.0	0	11.1	0						
2018	10	14	815	0	11.6	0	11.1	0						
2018	10	15	920	0	11.6	0	11.6	0						
2018	10	16	1106	0	12.2	0	NaN	0						
2018	10	17	NaN	0	NaN	0	NaN	0						
2018	10	18	1420	0	11.9	0	11.8	0						
2018	10	19	909	0	11.2	0	11.0	0						
2018	10	20	752	0	11.0	0	11.0	0						
2018	10	21	825	0	11.1	0	10.8	0						
2018	10	22	925	0	11.0	0	10.7	0						
2018	10	23	1440	0	11.5	0	11.4	0						
2018	10	24	NaN	0	NaN	0	NaN	0						
2018	10	25	1400	0	11.8	0	11.6	0						
2018	10	26	934	0	12.1	0	11.9	0						
2018	10	27	835	0	12.6	0	12.2	0						
2018	10	28	807	0	13.5	0	13.4	0						
2018	10	29	1010	0	13.8	0	13.7	0						
2018	10	30	1018	0	NaN	0	13.5	0						
2018	10	31	1413	0	13.4	0	13.5	0						
2018	11	1	1441	0	12.9	0	13.2	0						
2018	11	2	928	0	12.7	0	12.8	0						
2018	11	3	835	0	12.3	0	12.5	0						
2018	11	4	NaN	0	NaN	0	NaN	0						
2018	11	5	1010	0	12.0	0	11.8	0						
2018	11	6	2309	0	11.1	0	11.4	0						
2018	11	7	1550	0	10.7	0	11.3	0						
2018	11	8	1531	0	11.1	0	10.7	0						
2018	11	9	1123	0	10.9	0	11.0	0						
2018	11	10	NaN	0	NaN	0	NaN	0						
2018	11	11	929	0	10.8	0	10.8	0						
2018	11	12	924	0	10.6	0	10.6	0						
2018	11	13	1545	0	10.7	0	10.7	0						
2018	11	14	1603	0	NaN	0	10.6	0						
2018	11	15	NaN	0	NaN	0	NaN	0						
2018	11	16	1050	0	10.5	0	10.7	0						
2018	11	17	NaN	0	NaN	0	NaN	0						
2018	11	18	914	0	10.3	0	10.4	0						
2018	11	19	1050	0	10.4	0	10.4	0						
2018	11	20	1206	0	10.9	0	11.1	0						
2018	11	21	912	0	10.6	0	11.2	0						
2018	11	22	NaN	0	NaN	0	NaN	0						
2018	11	23	NaN	0	NaN	0	NaN	0						
2018	11	24	920	0	11.3	0	11.5	0						
2018	11	25	NaN	0	NaN	0	NaN	0						
2018	11	26	1020	0	11.4	0	11.5	0						
2018	11	27	1415	0	12.0	0	12.9	0						
2018	11	28	1603	0	12.4	0	12.7	0						
2018	11	29	NaN	0	NaN	0	NaN	0						
2018	11	30	953	0	NaN	0	12.2	0						
2018	12	1	913	0	11.9	0	12.1	0						
2018	12	2	NaN	0	NaN	0	NaN	0						
2018	12	3	1007	0	11.0	0	11.6	0						
2018	12	4	1403	0	11.0	0	11.8	0						
2018	12	5	1554	0	11.5	0	12.1	0						
